prefix,GCD_ICMPv6,GCD_TCPv6,AB_ICMPv6,AB_TCPv6,AB_DNSv6,backing_prefix,ASN
2001:502:8cc::/48,7.0,0.0,10.0,0.0,11.0,2001:502:8cc::/48,36631_397197_20431_396544_36625_396567_397203_397206_397207
2001:502:ad09::/48,21.0,4.0,17.0,4.0,17.0,2001:502:ad09::/48,12008_397213_397239
2001:502:cbe4::/48,9.0,0.0,11.0,0.0,0.0,2001:502:cbe4::/48,36631_397197_396544_396574_396606_397204_22547_36625_396583_397195_397209
2001:502:d399::/48,21.0,4.0,17.0,4.0,17.0,2001:502:d399::/48,12008_397213
2001:502:f3ff::/48,21.0,4.0,17.0,4.0,17.0,2001:502:f3ff::/48,12008_397213
2001:503:231d::/48,17.0,0.0,10.0,0.0,10.0,2001:503:231d::/48,396654_396563_396690_20431_36617_396606_396615_396688_396704_396729_396735_396738_396746
2001:503:39c1::/48,7.0,0.0,11.0,0.0,11.0,2001:503:39c1::/48,36631_397197_20431_396544_36625_396567_397203_397206_397207
2001:503:83eb::/48,8.0,0.0,12.0,0.0,12.0,2001:503:83eb::/48,396574_10515_396549_396563_396606_397204_396540_396547_396555_397198_397201_397209
2001:503:a83e::/48,9.0,0.0,14.0,0.0,14.0,2001:503:a83e::/48,10515_396574_396549_396563_396606_397204_396540_396547_396555_396739_397198_397201_397209
2001:503:ba3e::/48,12.0,0.0,16.0,0.0,14.0,2001:503:ba3e::/48,19836_396563_396566_396574_396576_397200_397203_36623_36625_396567_397197_397206
2001:503:c27::/48,22.0,0.0,17.0,0.0,17.0,2001:503:c27::/48,36631_396738_397197_22547_396563_396567_396576_396654_396688_396702_396704_396729_396735_396746_397195_397203
2001:503:d2d::/48,8.0,0.0,8.0,0.0,9.0,2001:503:d2d::/48,19836_22547_36623_396566_396576_397200_396550_397193_397195
2001:503:d414::/48,8.0,0.0,11.0,0.0,12.0,2001:503:d414::/48,36631_397197_20431_396544_36625_396567_397203_397206_397207
2001:503:e239::/48,19.0,4.0,16.0,4.0,16.0,2001:503:e239::/48,12008_397213_397239
2001:503:eea3::/48,9.0,0.0,11.0,0.0,12.0,2001:503:eea3::/48,36631_397197_20431_396544_36625_396567_397203_397206_397207
2001:503:ff40::/48,46.0,0.0,28.0,0.0,28.0,2001:503:ff40::/48,209242
2001:503:ff41::/48,46.0,0.0,28.0,0.0,28.0,2001:503:ff41::/48,209242
2001:503:ff42::/48,46.0,0.0,28.0,0.0,28.0,2001:503:ff42::/48,209242
2001:503:ff43::/48,45.0,0.0,28.0,0.0,28.0,2001:503:ff43::/48,209242
2001:550:1202::/48,1.0,0.0,2.0,0.0,0.0,2001:550:1202::/48,174
2001:550:1402::/48,1.0,1.0,2.0,1.0,0.0,2001:550:1402::/48,397601
2001:550:1403::/48,1.0,1.0,2.0,1.0,0.0,2001:550:1403::/48,397601
2001:550:1502::/48,1.0,1.0,2.0,1.0,0.0,2001:550::/32,174
2001:550:1::/48,9.0,0.0,9.0,0.0,9.0,2001:550::/32,174
2001:550:1d00::/48,1.0,0.0,2.0,0.0,0.0,2001:550::/32,174
2001:550:2210::/48,1.0,1.0,2.0,2.0,0.0,2001:550:2210::/48,397601
2001:550:3d00::/48,1.0,1.0,2.0,1.0,0.0,2001:550::/32,174
2001:550:a1c::/48,1.0,1.0,2.0,1.0,1.0,2001:550:a1c::/48,174
2001:550:bb01::/48,1.0,1.0,1.0,2.0,0.0,2001:550:bb01::/48,174
2001:558:1046::/48,1.0,0.0,2.0,0.0,0.0,2001:558::/29,7922
2001:558:fe14::/48,1.0,1.0,2.0,2.0,0.0,2001:558::/29,7922
2001:558:feed::/48,7.0,0.0,4.0,0.0,0.0,2001:558::/29,7922
2001:56b:d::/48,0.0,0.0,0.0,0.0,2.0,2001:56b::/34,852
2001:578:3f::/48,4.0,0.0,2.0,0.0,0.0,2001:578::/30,22773
2001:5b0:7800::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:7800::/40,6621
2001:5b0:8810::/48,1.0,0.0,2.0,0.0,0.0,2001:5b0:8800::/39,6621
2001:5b0:b810::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b841::/48,1.0,1.0,1.0,3.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b842::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b860::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b871::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b873::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b892::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b894::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b8e1::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b8e4::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b8e6::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b8f0::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b8f1::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b911::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:b952::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:b800::/39,6621
2001:5b0:ba10::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:ba12::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:ba21::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:ba53::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:ba74::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:ba91::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:baa2::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:bad0::/48,1.0,1.0,2.0,1.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:bb22::/48,1.0,1.0,1.0,2.0,0.0,2001:5b0:ba00::/39,6621
2001:5b0:bb52::/48,1.0,1.0,2.0,2.0,0.0,2001:5b0:ba00::/39,6621
2001:5f8:7f0a::/48,1.0,0.0,2.0,0.0,0.0,2001:5f8:7f0a::/48,18883
2001:5f8:7f0d::/48,1.0,1.0,2.0,1.0,1.0,2001:5f8:7f0d::/48,399693
2001:610:9000::/48,23.0,0.0,0.0,0.0,0.0,2001:610:9000::/41,1149
2001:638:90a::/48,1.0,0.0,1.0,0.0,2.0,2001:638::/32,680
2001:668::/48,5.0,0.0,5.0,0.0,0.0,2001:668::/32,3257
2001:678:1068::/48,2.0,0.0,2.0,0.0,0.0,2001:678:1068::/48,47219
2001:678:10::/48,6.0,0.0,5.0,0.0,5.0,2001:678:10::/48,25192
2001:678:11::/48,5.0,0.0,4.0,0.0,4.0,2001:678:11::/48,200070_25192
2001:678:12::/48,4.0,2.0,6.0,4.0,0.0,2001:678:12::/48,197440
2001:678:14::/48,1.0,1.0,1.0,1.0,2.0,2001:678:14::/48,42385
2001:678:15::/48,4.0,1.0,3.0,1.0,3.0,2001:678:15::/48,42385
2001:678:18::/48,1.0,1.0,1.0,1.0,2.0,2001:678:18::/48,42385
2001:678:19::/48,1.0,0.0,3.0,0.0,3.0,2001:678:19::/48,44358
2001:678:19c::/48,46.0,29.0,28.0,28.0,0.0,2001:678:19c::/48,13335
2001:678:1::/48,6.0,0.0,0.0,0.0,0.0,2001:678:1::/48,25192_200070
2001:678:1b::/48,8.0,0.0,6.0,0.0,7.0,2001:678:1b::/48,51966
2001:678:1c::/48,10.0,0.0,9.0,0.0,9.0,2001:678:1c::/48,35052
2001:678:1e8::/48,1.0,0.0,2.0,0.0,0.0,2001:678:1e8::/48,213151
2001:678:20::/48,25.0,0.0,19.0,0.0,19.0,2001:678:20::/48,1921
2001:678:24::/48,3.0,0.0,3.0,0.0,3.0,2001:678:24::/48,201612
2001:678:28::/48,45.0,0.0,25.0,0.0,24.0,2001:678:28::/48,42
2001:678:2::/48,5.0,0.0,4.0,0.0,6.0,2001:678:2::/48,31529
2001:678:2ac::/48,1.0,0.0,2.0,0.0,2.0,2001:678:2ac::/48,206763
2001:678:2c::/48,10.0,0.0,9.0,0.0,9.0,2001:678:2c::/48,48283
2001:678:3::/48,42.0,0.0,24.0,0.0,23.0,2001:678:3::/48,42
2001:678:3a8::/48,3.0,0.0,2.0,0.0,2.0,2001:678:3a8::/48,34309
2001:678:40::/48,8.0,0.0,6.0,0.0,7.0,2001:678:40::/48,25354
2001:678:44::/48,17.0,0.0,14.0,0.0,14.0,2001:678:44::/48,25354
2001:678:46c::/48,1.0,1.0,2.0,2.0,0.0,2001:678:46c::/48,212372
2001:678:47c::/48,16.0,0.0,16.0,0.0,16.0,2001:678:47c::/48,42214
2001:678:4::/48,9.0,0.0,5.0,0.0,5.0,2001:678:4::/48,42909
2001:678:4bc::/48,3.0,0.0,3.0,0.0,3.0,2001:678:4bc::/48,42214
2001:678:4c::/48,43.0,0.0,23.0,0.0,24.0,2001:678:4c::/48,42
2001:678:50::/48,3.0,0.0,2.0,0.0,2.0,2001:678:50::/48,57382
2001:678:54::/48,3.0,0.0,2.0,0.0,2.0,2001:678:54::/48,57382
2001:678:58::/48,3.0,0.0,2.0,0.0,2.0,2001:678:58::/48,198147
2001:678:5::/48,9.0,0.0,5.0,0.0,5.0,2001:678:5::/48,42909
2001:678:5c::/48,3.0,0.0,2.0,0.0,2.0,2001:678:5c::/48,198147
2001:678:60::/48,43.0,0.0,24.0,0.0,23.0,2001:678:60::/48,42
2001:678:64::/48,1.0,0.0,2.0,0.0,2.0,2001:678:64::/48,199670
2001:678:68::/48,2.0,0.0,3.0,0.0,3.0,2001:678:68::/48,199670
2001:678:6::/48,2.0,0.0,2.0,0.0,2.0,2001:678:6::/48,44358
2001:678:6c::/48,2.0,0.0,2.0,0.0,3.0,2001:678:6c::/48,199670
2001:678:74::/48,10.0,0.0,8.0,0.0,8.0,2001:678:74::/48,55195
2001:678:7::/48,3.0,0.0,3.0,0.0,3.0,2001:678:7::/48,48053
2001:678:80::/48,2.0,0.0,2.0,0.0,1.0,2001:678:80::/48,51955
2001:678:88::/48,1.0,0.0,2.0,0.0,2.0,2001:678:88::/48,44358
2001:678:8::/48,32.0,32.0,32.0,32.0,32.0,2001:678:8::/48,210004
2001:678:8c::/48,1.0,0.0,2.0,0.0,2.0,2001:678:8c::/48,44358
2001:678:94::/48,45.0,0.0,25.0,0.0,24.0,2001:678:94::/48,42
2001:678:98::/48,1.0,1.0,1.0,2.0,2.0,2001:678:98::/48,51833
2001:678:9::/48,1.0,0.0,2.0,0.0,2.0,2001:678:9::/48,199670
2001:678:b0c::/48,3.0,0.0,3.0,0.0,3.0,2001:678:b0c::/48,204946
2001:678:b::/48,2.0,0.0,2.0,0.0,2.0,2001:678:b::/48,51955
2001:678:be8::/48,2.0,0.0,2.0,0.0,0.0,2001:678:be8::/48,207563
2001:678:c::/48,6.0,0.0,5.0,0.0,5.0,2001:678:c::/48,2484_2486
2001:678:e::/48,6.0,0.0,4.0,0.0,0.0,2001:678:e::/48,31529
2001:678:f::/48,5.0,0.0,5.0,0.0,5.0,2001:678:f::/48,25192
2001:67c:1010::/48,21.0,0.0,18.0,0.0,18.0,2001:67c:1010::/48,8674
2001:67c:1011::/48,22.0,0.0,18.0,0.0,17.0,2001:67c:1011::/48,8674
2001:67c:1088::/48,1.0,1.0,2.0,1.0,2.0,2001:67c:1088::/47,8426
2001:67c:10b8::/48,18.0,0.0,14.0,0.0,14.0,2001:67c:10b8::/48,1921
2001:67c:10e0::/48,2.0,0.0,3.0,0.0,3.0,2001:67c:10e0::/48,201612
2001:67c:133c::/48,4.0,0.0,5.0,0.0,5.0,2001:67c:133c::/48,35052
2001:67c:13cc::/48,13.0,0.0,13.0,0.0,13.0,2001:67c:13cc::/48,199330
2001:67c:14b8::/48,1.0,1.0,2.0,1.0,0.0,2001:67c:14b8::/48,12655
2001:67c:14c9::/48,9.0,0.0,9.0,0.0,0.0,2001:67c:14c9::/48,29478
2001:67c:1b70::/48,0.0,0.0,0.0,0.0,2.0,2001:67c:1b70::/48,2488
2001:67c:1bc::/48,22.0,0.0,18.0,0.0,0.0,2001:67c:1bc::/48,1921
2001:67c:21c::/48,1.0,0.0,1.0,0.0,2.0,2001:67c:21c::/48,51090
2001:67c:258::/48,4.0,2.0,2.0,2.0,2.0,2001:67c:258::/48,29067
2001:67c:25a0::/48,18.0,0.0,18.0,0.0,0.0,2001:67c:25a0::/48,41954
2001:67c:2778::/48,21.0,20.0,17.0,17.0,0.0,2001:67c:2778::/48,57926
2001:67c:28cc::/48,3.0,0.0,3.0,0.0,3.0,2001:67c:28cc::/48,197495
2001:67c:2978::/48,1.0,0.0,1.0,0.0,3.0,2001:67c:2978::/48,211671
2001:67c:2d50::/48,1.0,1.0,2.0,1.0,0.0,2001:67c:2d50::/48,201173
2001:67c:2eec::/48,1.0,1.0,1.0,2.0,0.0,2001:67c:2eec::/48,60531
2001:67c:2f5c::/48,1.0,0.0,3.0,0.0,1.0,2001:67c:2f5c::/48,21100
2001:67c:2f8c::/48,2.0,0.0,1.0,0.0,1.0,2001:67c:2f8c::/48,197569
2001:67c:2ff4::/48,2.0,0.0,1.0,0.0,0.0,2001:67c:2ff4::/48,47699
2001:67c:3c0::/48,2.0,0.0,0.0,0.0,2.0,2001:67c:3c0::/48,51468
2001:67c:44::/48,1.0,1.0,1.0,3.0,1.0,2001:67c:44::/48,8423
2001:67c:8cc::/48,8.0,1.0,1.0,1.0,0.0,2001:67c:8cc::/48,210562
2001:67c:930::/48,6.0,0.0,7.0,0.0,0.0,2001:67c:930::/48,14907
2001:67c:e0::/48,8.0,0.0,5.0,0.0,5.0,2001:67c:e0::/48,197000
2001:67c:ec4::/48,1.0,1.0,2.0,2.0,0.0,2001:67c:ec4::/48,207522
2001:67c:f34::/48,3.0,1.0,4.0,1.0,0.0,2001:67c:f34::/48,214030
2001:698:1::/48,1.0,0.0,2.0,0.0,0.0,2001:698:1::/48,8075
2001:6d0:6d02::/48,1.0,1.0,3.0,2.0,3.0,2001:6d0:6d02::/48,42385
2001:6d0:6d03::/48,2.0,1.0,2.0,2.0,2.0,2001:6d0:6d03::/48,42385
2001:6d0:6d0::/48,1.0,1.0,1.0,2.0,1.0,2001:6d0:6d0::/48,43832
2001:6d0:d6::/48,1.0,1.0,1.0,2.0,1.0,2001:6d0:d6::/48,43832
2001:6d0:ffd4::/48,1.0,0.0,2.0,0.0,0.0,2001:6d0:ffd4::/48,43832
2001:6d0:ffd6::/48,2.0,1.0,2.0,2.0,2.0,2001:6d0:ffd6::/48,42385
2001:730:27ff::/48,1.0,1.0,2.0,1.0,0.0,2001:730::/29,6830
2001:7e8:f00::/48,1.0,1.0,2.0,2.0,0.0,2001:7e8::/32,6661
2001:7f9:8::/48,1.0,0.0,2.0,0.0,2.0,2001:7f9:8::/48,51354
2001:7f9::/48,1.0,0.0,2.0,0.0,2.0,2001:7f9::/48,211655
2001:7f9:c::/48,2.0,0.0,2.0,0.0,2.0,2001:7f9:c::/48,15606
2001:7fb:ef01::/48,2.0,0.0,1.0,0.0,0.0,2001:7fb:ef01::/48,12654
2001:7fd::/48,16.0,0.0,11.0,0.0,12.0,2001:7fd::/48,25152
2001:7fd:ffff::/48,17.0,0.0,13.0,0.0,12.0,2001:7fd:ffff::/48,25152
2001:7fe::/48,22.0,0.0,18.0,0.0,18.0,2001:7fe::/33,29216
2001:8000:101::/48,4.0,2.0,1.0,1.0,0.0,2001:8000::/20,1221
2001:8000::/48,2.0,0.0,1.0,0.0,1.0,2001:8000::/20,1221
2001:8d8:105::/48,1.0,0.0,2.0,0.0,0.0,2001:8d8::/32,8560
2001:8d8:5c0::/48,4.0,0.0,1.0,0.0,0.0,2001:8d8::/32,8560
2001:8d8:5ff::/48,4.0,1.0,1.0,1.0,0.0,2001:8d8::/32,8560
2001:8d8:fe::/48,5.0,2.0,1.0,1.0,2.0,2001:8d8:fe::/47,8560
2001:920:7::/48,7.0,0.0,1.0,0.0,1.0,2001:920::/32,8220
2001:920:8::/48,8.0,1.0,7.0,1.0,6.0,2001:920::/32,8220
2001:978:7301::/48,1.0,1.0,1.0,2.0,0.0,2001:978:7301::/48,206735
2001:978:90d::/48,1.0,1.0,2.0,1.0,0.0,2001:978:90d::/48,174
2001:978:a700::/48,1.0,0.0,3.0,0.0,0.0,2001:978:a700::/48,33811
2001:9e0:1::/48,1.0,1.0,2.0,2.0,0.0,2001:9e0::/29,12414
2001:a88::/48,1.0,0.0,1.0,0.0,4.0,2001:a88::/32,8426
2001:b00:1400::/48,1.0,1.0,1.0,2.0,0.0,2001:b00::/29,12874
2001:b030:131d::/48,0.0,1.0,0.0,2.0,0.0,2001:b030:1000::/37,3462
2001:b18:1019::/48,1.0,1.0,2.0,1.0,0.0,2001:b18:1019::/48,6424
2001:b90::/48,1.0,1.0,2.0,2.0,1.0,2001:b90::/32,15919
2001:be0:11::/48,1.0,0.0,2.0,0.0,0.0,2001:be0::/32,13005
2001:be0:18::/48,1.0,0.0,1.0,0.0,2.0,2001:be0::/32,13005
2001:be0::/48,1.0,1.0,1.0,3.0,0.0,2001:be0::/32,13005
2001:dc3::/48,7.0,0.0,7.0,0.0,7.0,2001:dc3::/32,7500
2001:dc4:5::/48,2.0,0.0,2.0,0.0,0.0,2001:dc4::/32,23774
2001:dc4:6::/48,1.0,0.0,2.0,0.0,0.0,2001:dc4::/32,23774
2001:dc4::/48,2.0,0.0,2.0,0.0,2.0,2001:dc4::/32,23774
2001:dc5:a::/48,1.0,0.0,1.0,0.0,2.0,2001:dc5:a::/48,23600
2001:dc7:1000::/48,4.0,1.0,4.0,1.0,4.0,2001:dc7:1000::/48,24409_24406
2001:dc7:1::/48,3.0,1.0,5.0,2.0,5.0,2001:dc7:1::/48,24406_24409_24151
2001:dc7:2::/48,5.0,1.0,5.0,2.0,5.0,2001:dc7:2::/48,24406_24151_24409
2001:dc7:3::/48,3.0,1.0,5.0,1.0,5.0,2001:dc7:3::/48,24406_24151_24409
2001:dc7::/48,4.0,1.0,4.0,1.0,4.0,2001:dc7::/48,24409_24406
2001:dc7:feff::/48,4.0,1.0,4.0,2.0,4.0,2001:dc7:feff::/48,24406_24151
2001:dc7:ffc1::/48,3.0,0.0,4.0,0.0,4.0,2001:dc7:ffc1::/48,24406_24151_24409
2001:dc7:ffc2::/48,4.0,1.0,5.0,1.0,5.0,2001:dc7:ffc2::/48,24406_24151_24409
2001:dc7:ffc3::/48,3.0,1.0,4.0,2.0,4.0,2001:dc7:ffc3::/48,24406_24151
2001:dc7:ffc4::/48,2.0,0.0,3.0,0.0,3.0,2001:dc7:ffc4::/48,24151
2001:dc7:ffc5::/48,3.0,0.0,2.0,0.0,2.0,2001:dc7:ffc5::/48,24151
2001:dc7:ffc6::/48,3.0,0.0,2.0,0.0,2.0,2001:dc7:ffc6::/48,24151
2001:dc7:ffd1::/48,3.0,0.0,3.0,0.0,3.0,2001:dc7:ffd1::/48,24151_24406
2001:dc7:ffd2::/48,4.0,1.0,5.0,1.0,5.0,2001:dc7:ffd2::/48,24406_24151_24409
2001:dc7:ffd3::/48,4.0,1.0,5.0,2.0,5.0,2001:dc7:ffd3::/48,24406_24151
2001:dc7:fffb::/48,1.0,0.0,2.0,0.0,2.0,2001:dc7:fffb::/48,24409
2001:dc7:fffc::/48,2.0,1.0,4.0,1.0,5.0,2001:dc7:fffc::/48,24406_24409_24151
2001:dc7:fffd::/48,5.0,1.0,5.0,2.0,5.0,2001:dc7:fffd::/48,24406_24151_24409
2001:dc7:fffe::/48,4.0,1.0,5.0,1.0,4.0,2001:dc7:fffe::/48,24406_24409_24151
2001:dc7:ffff::/48,5.0,2.0,4.0,2.0,5.0,2001:dc7:ffff::/48,24406_24409_24151
2001:dcc:5::/48,2.0,1.0,2.0,1.0,2.0,2001:dcc:5::/48,23596
2001:dcd:1::/48,20.0,0.0,18.0,0.0,18.0,2001:dcd:1::/48,12008_397243_397213
2001:dcd:2::/48,19.0,0.0,16.0,0.0,16.0,2001:dcd:2::/48,12008_397213_397239
2001:dcd:3::/48,20.0,0.0,16.0,0.0,16.0,2001:dcd:3::/48,12008_397213_397239
2001:dcd:4::/48,20.0,0.0,17.0,0.0,17.0,2001:dcd:4::/48,12008_397213_397239
2001:dcd:5::/48,20.0,0.0,17.0,0.0,17.0,2001:dcd:5::/48,12008_397213
2001:dcd:6::/48,19.0,0.0,16.0,0.0,16.0,2001:dcd:6::/48,12008_397213_397239
2001:dcd:7::/48,19.0,0.0,16.0,0.0,16.0,2001:dcd:7::/48,12008_397213_397239
2001:dd8:12::/48,8.0,0.0,9.0,0.0,9.0,2001:dd8:12::/48,18366
2001:dd8:6::/48,3.0,0.0,3.0,0.0,3.0,2001:dd8:6::/48,18368
2001:dd8:7::/48,40.0,0.0,21.0,0.0,20.0,2001:dd8:7::/48,187
2001:dd8:e::/48,8.0,0.0,9.0,0.0,9.0,2001:dd8:e::/48,18367
2001:ddd::/48,12.0,0.0,11.0,0.0,11.0,2001:ddd::/48,18369
2001:de2::/48,1.0,0.0,2.0,0.0,1.0,2001:de2::/48,148000
2001:df0:a280::/48,1.0,1.0,3.0,1.0,0.0,2001:df0:a280::/48,139225
2001:df2:11c0::/48,1.0,1.0,2.0,1.0,0.0,2001:df2:11c0::/48,24448
2001:df2:8200::/48,1.0,1.0,2.0,1.0,0.0,2001:df2:8200::/47,135551
2001:df2:f140::/48,1.0,0.0,2.0,0.0,1.0,2001:df2:f140::/48,24207
2001:df3:5a00::/48,1.0,1.0,2.0,3.0,0.0,2001:df3:5a00::/48,131996
2001:df3:6c40::/48,3.0,3.0,3.0,3.0,0.0,2001:df3:6c40::/48,10104
2001:df4:12c0::/48,1.0,1.0,2.0,1.0,0.0,2001:df4:12c0::/48,136698
2001:df5:4000::/48,3.0,0.0,2.0,0.0,1.0,2001:df5:4000::/48,132647
2001:df5:c7c0::/48,5.0,1.0,5.0,1.0,0.0,2001:df5:c7c0::/48,153993
2001:df6:7280::/48,5.0,0.0,4.0,0.0,0.0,2001:df6:7280::/48,142052
2001:df6:7281::/48,3.0,0.0,3.0,0.0,0.0,2001:df6:7281::/48,142052
2001:df7:6e80::/48,46.0,28.0,28.0,28.0,0.0,2001:df7:6e80::/48,209242
2001:f58:1fff::/48,1.0,1.0,1.0,2.0,0.0,2001:f58::/32,18126
2001:f61:11::/48,1.0,0.0,2.0,0.0,0.0,2001:f60::/28,2519
2001:f64::/48,1.0,1.0,3.0,1.0,0.0,2001:f60::/28,2519
2001:f70:2000::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:2100::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:2120::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:21c0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:21e0::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:2220::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:22a0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:240::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:2520::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:25c0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:25e0::/48,1.0,1.0,2.0,1.0,0.0,2001:f70::/29,2519
2001:f70:2ac0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:2b60::/48,1.0,1.0,1.0,2.0,1.0,2001:f70::/29,2519
2001:f70:2be0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:2ec0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:2f20::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:3040::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:30e0::/48,1.0,1.0,1.0,2.0,0.0,2001:f70::/29,2519
2001:f70:320::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:32e0::/48,1.0,1.0,1.0,1.0,2.0,2001:f70::/29,2519
2001:f70:33c0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:3520::/48,1.0,1.0,3.0,1.0,1.0,2001:f70::/29,2519
2001:f70:3540::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:35c0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:380::/48,1.0,1.0,3.0,1.0,1.0,2001:f70::/29,2519
2001:f70:3900::/48,1.0,1.0,2.0,1.0,1.0,2001:f70::/29,2519
2001:f70:39c0::/48,1.0,1.0,1.0,1.0,2.0,2001:f70::/29,2519
2001:f70:3a00::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:3f61::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:3fbf::/48,1.0,1.0,3.0,1.0,0.0,2001:f70::/29,2519
2001:f70:3fc0::/48,1.0,1.0,2.0,1.0,0.0,2001:f70::/29,2519
2001:f70:5a0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:6060::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:60::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:6100::/48,1.0,1.0,1.0,2.0,0.0,2001:f70::/29,2519
2001:f70:80a0::/48,1.0,1.0,1.0,1.0,2.0,2001:f70::/29,2519
2001:f70:80c0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:81a0::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:83e0::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:840::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:85a0::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:860::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:86c0::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:86e0::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:87a0::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:8b40::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:8d80::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:8e40::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:8e80::/48,1.0,1.0,2.0,1.0,0.0,2001:f70::/29,2519
2001:f70:9100::/48,1.0,0.0,3.0,0.0,0.0,2001:f70::/29,2519
2001:f70:9120::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:920::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
2001:f70:9520::/48,1.0,0.0,2.0,0.0,0.0,2001:f70::/29,2519
